Augmentation Type,Original Sentence,Augmented Sentence
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> container </e1> was filled with <e2> gaseous_nitrogen </e2> , and the pressure in the outer bulk of the chamber was keep_open steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless sword <e1> reservoir </e1> be filled with <e2> compressed_nitrogen </e2> , and the pressure inch the outer volume of the chamber was kept steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> reservoir </e1> cost satiate with <e2> gaseous_nitrogen </e2> , and the pressure inch the outer volume of the chamber was kept steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless_steel steel <e1> tank </e1> be filled with <e2> N2 </e2> , and the pressure in the outer bulk of the chamber was kept steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> cylinder </e1> was filled with <e2> liquid_nitrogen </e2> , and the pressure Indiana the outer bulk of the chamber was keep steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless_steel steel <e1> tank </e1> embody filled with <e2> liquid_nitrogen </e2> , and the pressure in the outer volume of the bedroom be keep steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless_steel steel <e1> cylinder </e1> be satiate with <e2> liquid_nitrogen </e2> , and the imperativeness in the outer volume of the chamber was kept steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless_steel sword <e1> tank </e1> was filled with <e2> liquid_nitrogen </e2> , and the pressure inch the outer book of the chamber was kept firm ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> tank </e1> be filled with <e2> compressed_nitrogen </e2> , and the pressure inch the outer volume of the chamber be retain steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless_steel steel <e1> container </e1> be filled with <e2> gaseous_nitrogen </e2> , and the pressure in the outer volume of the chamber was observe steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless_steel steel <e1> cylinder </e1> be filled with <e2> liquid_nitrogen </e2> , and the pressure in the outer bulk of the chamber was keep steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless_steel steel <e1> container </e1> be filled with <e2> compressed_nitrogen </e2> , and the press inch the outer volume of the chamber be observe steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless_steel steel <e1> tank </e1> was fill_up with <e2> gaseous_nitrogen </e2> , and the pressure in the outer volume of the chamber be restrain steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> reservoir </e1> constitute filled with <e2> liquid_nitrogen </e2> , and the press Indiana the outer volume of the bedroom was kept regular ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless sword <e1> container </e1> was fill with <e2> liquid_nitrogen </e2> , and the pressure in the outer volume of the chamber exist kept steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> cylinder </e1> was filled with <e2> compressed_nitrogen </e2> , and the atmospheric_pressure in the outer book of the chamber embody keep_open firm ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> reservoir </e1> was fill with <e2> N2 </e2> , and the pressure in the outer volume of the chamber be kept steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless_steel steel <e1> cylinder </e1> was satiate with <e2> compressed_nitrogen </e2> , and the pressure in the outer volume of the chamber was kept steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> container </e1> embody filled with <e2> liquid_nitrogen </e2> , and the press in the outer volume of the chamber was sustain steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> cylinder </e1> be filled with <e2> N2 </e2> , and the pressure in the outer volume of the chamber was kept steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> cylinder </e1> was fill_up with <e2> liquid_nitrogen </e2> , and the pressure in the outer volume of the chamber be kept steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> cylinder </e1> was filled with <e2> compressed_nitrogen </e2> , and the pressure in the outer volume of the chamber was retain steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> reservoir </e1> was filled with <e2> compressed_nitrogen </e2> , and the pressure in the outer volume of the chamber be preserve regular ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> tank </e1> constitute occupy with <e2> liquid_nitrogen </e2> , and the atmospheric_pressure inch the outer volume of the bedroom be kept firm ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> container </e1> was fill with <e2> compressed_nitrogen </e2> , and the press in the outer book of the chamber be observe steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless_steel sword <e1> container </e1> was filled with <e2> liquid_nitrogen </e2> , and the pressure in the outer volume of the chamber was keep steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless_steel steel <e1> reservoir </e1> exist filled with <e2> compressed_nitrogen </e2> , and the pressure in the outer volume of the chamber was keep steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless sword <e1> container </e1> embody fill with <e2> N2 </e2> , and the atmospheric_pressure in the outer volume of the bedroom was kept regular ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless sword <e1> cylinder </e1> constitute satiate with <e2> liquid_nitrogen </e2> , and the pressure in the outer volume of the chamber was kept steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> cylinder </e1> was filled with <e2> compressed_nitrogen </e2> , and the pressure in the outer book of the chamber was observe steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless sword <e1> container </e1> was fill with <e2> compressed_nitrogen </e2> , and the pressure in the outer bulk of the chamber was kept steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> cylinder </e1> was filled with <e2> gaseous_nitrogen </e2> , and the pressure in the outer bulk of the chamber was kept steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> cylinder </e1> was fill with <e2> compressed_nitrogen </e2> , and the pressure in the outer volume of the chamber be kept steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> tank </e1> was fill with <e2> compressed_nitrogen </e2> , and the imperativeness Indiana the outer volume of the chamber was keep steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless sword <e1> cylinder </e1> was filled with <e2> N2 </e2> , and the press in the outer volume of the chamber constitute kept steady ."
Synonym Replacement,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> tank </e1> be filled with <e2> gaseous_nitrogen </e2> , and the atmospheric_pressure in the outer volume of the chamber exist keep steady ."
